Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
61354484,Meditations: A New Translation,Marcus Aurelius,"Aurelius, Marcus",Gregory Hays,"=""""","=""9798466327175""",4,4.28,,Paperback,,2021,180,2023/05/05,2023/05/05,,,read,,,,1,0
35511,Pathways to Bliss: Mythology and Personal Transformation,Joseph Campbell,"Campbell, Joseph",David Kudler,"=""1577314719""","=""9781577314714""",0,4.35,New World Library,Hardcover,224,2004,2004,,2024/06/28,to-read,to-read (#1252),to-read,,,,0,0
215097334,Scientific Thought: A Philosophical Analysis of some of its fundamental concepts (International Library of Philosophy),C.D. Broad,"Broad, C.D.",,"=""""","=""""",0,0.0,Routledge,Kindle Edition,0,2014,,,2024/06/27,to-read,to-read (#1251),to-read,,,,0,0
60371681,C. D. Broad: Key Unpublished Writings: Key Unpublished Writings,C.D. Broad,"Broad, C.D.","Simon Blackburn, Joel Walmsley","=""0367532522""","=""9780367532529""",0,4.00,Routledge,Hardcover,390,2022,,,2024/06/27,to-read,to-read (#1250),to-read,,,,0,0
8320983,Beauty and Other Forms of Value (Thoemmes Press - Thoemmes Library of British Philosophers),Samuel   Alexander,"Alexander, Samuel",John Slater,"=""1843713128""","=""9781843713128""",0,4.00,Thoemmes Continuum,Hardcover,318,2003,2003,,2024/06/27,to-read,to-read (#1249),to-read,,,,0,0
271839,"Space, Time and Deity: The Gifford Lectures at Glasgow Part One",Samuel   Alexander,"Alexander, Samuel",,"=""0766187012""","=""9780766187016""",0,3.91,Kessinger Publishing,Paperback,396,2004,2004,,2024/06/27,to-read,to-read (#1248),to-read,,,,0,0
4558582,Emergent Evolution: The Gifford Lectures Delivered in the University of St. Andrews in the Year 1922,Conwy Lloyd Morgan,"Morgan, Conwy Lloyd",,"=""1406700967""","=""9781406700961""",0,4.50,Chandra Chakravarti Pr,Paperback,313,2007,2007,,2024/06/27,to-read,to-read (#1247),to-read,,,,0,0
207611493,Letters,Oliver Sacks,"Sacks, Oliver",,"=""0451492919""","=""9780451492913""",0,5.00,Knopf,Hardcover,752,2024,,,2024/06/25,to-read,to-read (#1246),to-read,,,,0,0
896539,Emergence: From Chaos To Order,John H. Holland,"Holland, John H.",,"=""0738201421""","=""9780738201429""",0,3.99,Basic Books,Paperback,272,1999,1998,,2024/06/22,to-read,to-read (#1245),to-read,,,,0,0
7031847,Selected Poetry of Francisco de Quevedo: A Bilingual Edition,Francisco de Quevedo,"Quevedo, Francisco de",Christopher  Johnson,"=""0226698890""","=""9780226698892""",0,4.14,University of Chicago Press,Hardcover,240,2009,1645,,2024/06/21,to-read,to-read (#1244),to-read,,,,0,0
19407949,Amadis de Gaula Vol 1,Garci Rodríguez de Montalvo,"Montalvo, Garci Rodríguez de",,"=""""","=""""",0,3.68,Catedra,Paperback,944,2006,1508,,2024/06/21,to-read,to-read (#1243),to-read,,,,0,0
5465034,Travels in Syria and the Holy Land,John Lewis Burckhardt,"Burckhardt, John Lewis",,"=""1426432771""","=""9781426432774""",0,4.02,Bibliobazaar,Paperback,584,2008,1850,,2024/06/20,to-read,to-read (#1242),to-read,,,,0,0
12462471,"Notes on the Bedouins and Wahabys: Collected During His Travels in the East (Cambridge Library Collection - Travel, Middle East and Asia Minor) (Volume 2)",John Lewis Burckhardt,"Burckhardt, John Lewis",William Ouseley,"=""1108022901""","=""9781108022903""",0,3.65,Cambridge University Press,Paperback,402,2010,1991,,2024/06/20,to-read,to-read (#1241),to-read,,,,0,0
139400713,Martyr!,Kaveh Akbar,"Akbar, Kaveh",,"=""0593537610""","=""9780593537619""",0,4.25,Knopf,Hardcover,352,2024,2024,,2024/06/11,to-read,to-read (#1240),to-read,,,,0,0
62039276,"Fancy Bear Goes Phishing: The Dark History of the Information Age, in Five Extraordinary Hacks",Scott J. Shapiro,"Shapiro, Scott J.",,"=""0374601178""","=""9780374601171""",0,3.97,"Farrar, Straus and Giroux",Hardcover,420,2023,2023,,2024/06/11,to-read,to-read (#1239),to-read,,,,0,0
208894906,"Water, Water: Poems",Billy Collins,"Collins, Billy",,"=""0593731026""","=""9780593731024""",0,4.43,Random House,Hardcover,144,2024,,,2024/06/08,to-read,to-read (#1238),to-read,,,,0,0
205478740,The Extinction of Experience: Being Human in a Disembodied World,Christine Rosen,"Rosen, Christine",,"=""0393241718""","=""9780393241716""",0,0.0,W. W. Norton & Company,Hardcover,272,2024,,,2024/06/07,to-read,to-read (#1237),to-read,,,,0,0
209615830,Viewfinder: A Memoir of Seeing and Being Seen,Jon M. Chu,"Chu, Jon M.",Jeremy McCarter,"=""0593448944""","=""9780593448946""",0,4.62,Random House,Hardcover,304,2024,,,2024/06/07,to-read,to-read (#1236),to-read,,,,0,0
199464007,The Price She Pays: Confronting the Hidden Mental Health Crisis in Women's Sports―from the Schoolyard to the Stadium,Tiffany  Brown,"Brown, Tiffany","Erin Strout, Katie Steele","=""0316567477""","=""9780316567473""",0,4.44,"Little, Brown Spark",Hardcover,288,2024,,,2024/06/07,to-read,to-read (#1235),to-read,,,,0,0
200283776,"A Post-Truth World: Politics, Polarization, and a Vision for Transcending the Chaos",Ken Wilber,"Wilber, Ken",,"=""1645473554""","=""9781645473558""",0,0.0,Shambhala,Paperback,184,2024,,,2024/06/07,to-read,to-read (#1234),to-read,,,,0,0
205478847,Explorers: A New History,Matthew Lockwood,"Lockwood, Matthew",,"=""132407387X""","=""9781324073871""",0,4.50,W. W. Norton & Company,Hardcover,176,2024,,,2024/06/05,to-read,to-read (#1233),to-read,,,,0,0
205478787,"Paris in Ruins: Love, War, and the Birth of Impressionism",Sebastian Smee,"Smee, Sebastian",,"=""1324006951""","=""9781324006954""",0,4.00,W. W. Norton & Company,Hardcover,384,2024,,,2024/06/05,to-read,to-read (#1232),to-read,,,,0,0
199374310,Coming of Age: How Adolescence Shapes Us,Lucy Foulkes,"Foulkes, Lucy",,"=""1529926629""","=""9781529926620""",0,5.00,Vintage Digital,Kindle Edition,227,2024,,,2024/06/05,to-read,to-read (#1231),to-read,,,,0,0
5755,The Language Instinct: How the Mind Creates Language,Steven Pinker,"Pinker, Steven",,"=""0060958332""","=""9780060958336""",0,4.01,Harper Perennial Modern Classics,Paperback,448,2000,1994,,2024/06/05,to-read,to-read (#1230),to-read,,,,0,0
837037,Robot: Mere Machine to Transcendent Mind,Hans Moravec,"Moravec, Hans",,"=""0195136306""","=""9780195136302""",0,4.06,Oxford University Press,Paperback,240,2000,1998,,2024/06/05,to-read,to-read (#1229),to-read,,,,0,0
648195,Mind Children: The Future of Robot and Human Intelligence,Hans Moravec,"Moravec, Hans",,"=""0674576187""","=""9780674576186""",0,4.07,Harvard University Press,Paperback,224,1990,1990,,2024/06/05,to-read,to-read (#1228),to-read,,,,0,0
61049,Autobiography of Red: A Novel in Verse,Anne Carson,"Carson, Anne",Stesichorus,"=""037570129X""","=""9780375701290""",0,4.27,Vintage Books,Paperback,160,1999,1998,,2024/06/01,to-read,to-read (#1227),to-read,,,,0,0
111113,Interaction of Color,Josef Albers,"Albers, Josef",Nicholas Fox Weber,"=""0300115954""","=""9780300115956""",0,4.06,Yale University Press,Paperback,160,2006,1971,,2024/06/01,to-read,to-read (#1226),to-read,,,,0,0
41880609,On Earth We're Briefly Gorgeous,Ocean Vuong,"Vuong, Ocean",,"=""0525562028""","=""9780525562023""",0,4.04,Penguin Press,Hardcover,246,2019,2019,,2024/05/31,to-read,to-read (#1225),to-read,,,,0,0
23841432,Night Sky with Exit Wounds,Ocean Vuong,"Vuong, Ocean",,"=""""","=""""",0,4.20,Copper Canyon Press,Paperback,89,2016,2016,,2024/05/31,to-read,to-read (#1224),to-read,,,,0,0
159322,Wind in a Box,Terrance Hayes,"Hayes, Terrance",,"=""0143036866""","=""9780143036869""",0,4.26,Penguin Books,Paperback,112,2006,2006,,2024/05/31,to-read,to-read (#1223),to-read,,,,0,0
36479356,American Sonnets for My Past and Future Assassin,Terrance Hayes,"Hayes, Terrance",,"=""0143133187""","=""9780143133186""",0,4.28,Penguin Books Ltd,Paperback,91,2018,2018,,2024/05/31,to-read,to-read (#1222),to-read,,,,0,0
405981,Dancing in Odessa,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1932195122""","=""9781932195125""",0,4.23,Tupelo Press,Paperback,58,2004,2004,,2024/05/31,to-read,to-read (#1221),to-read,,,,0,0
40121980,Deaf Republic,Ilya Kaminsky,"Kaminsky, Ilya",,"=""1555978312""","=""9781555978310""",0,4.40,Graywolf Press,Paperback,80,2019,2019,,2024/05/31,to-read,to-read (#1220),to-read,,,,0,0
204593511,The Lantern of Lost Memories,Sanaka Hiiragi,"Hiiragi, Sanaka",,"=""1538757435""","=""9781538757437""",0,4.04,Grand Central Publishing,Hardcover,208,2024,2019,,2024/05/26,to-read,to-read (#1219),to-read,,,,0,0
195790896,Anima: A Wild Pastoral,Kapka Kassabova,"Kassabova, Kapka",,"=""1644453002""","=""9781644453001""",0,4.80,Graywolf Press,Paperback,400,2024,,,2024/05/26,to-read,to-read (#1218),to-read,,,,0,0
133388212,"Women's Work: The First 20,000 Years",Elizabeth Wayland Barber,"Barber, Elizabeth Wayland",,"=""132407602X""","=""9781324076025""",0,4.32,W. W. Norton & Company,Paperback,384,2024,1994,,2024/05/26,to-read,to-read (#1217),to-read,,,,0,0
174060363,Euphoria,F.S. Yousaf,"Yousaf, F.S.",,"=""""","=""""",2,3.62,,Paperback,,2018,2018,2024/05/22,2024/05/22,,,read,,,,1,0
34459,Metaphors We Live By,George Lakoff,"Lakoff, George",Mark Johnson,"=""0226468011""","=""9780226468013""",5,4.10,University of Chicago Press,Paperback,276,2003,1980,2024/05/19,2024/03/08,,,read,,,,1,0
1395977,Parapolitics: Towards the City of Man,Raghavan N. Iyer,"Iyer, Raghavan N.",,"=""0195025962""","=""9780195025965""",0,4.11,Oxford Univ Pr,Hardcover,,1979,1985,,2024/05/17,to-read,to-read (#1216),to-read,,,,0,0
17945601,MindWar,Michael A. Aquino,"Aquino, Michael A.","William Henry Anderson, Gregory S. Seese","=""1484926455""","=""9781484926451""",0,3.92,CreateSpace Independent Publishing Platform,Paperback,206,2013,2013,,2024/05/17,to-read,to-read (#1215),to-read,,,,0,0
7245390,The Black Corsair,Emilio Salgari,"Salgari, Emilio",Nico Lorenzutti,"=""0978270789""","=""9780978270780""",0,3.86,ROH Press,Paperback,292,2011,1898,,2024/05/16,to-read,to-read (#1214),to-read,,,,0,0
7231024,From Disgust to Humanity: Sexual Orientation and Constitutional Law,Martha C. Nussbaum,"Nussbaum, Martha C.",,"=""0195305310""","=""9780195305319""",0,4.00,Oxford University Press,Hardcover,209,2010,2010,,2024/05/16,to-read,to-read (#1213),to-read,,,,0,0
35297299,The Monarchy of Fear: A Philosopher Looks at Our Political Crisis,Martha C. Nussbaum,"Nussbaum, Martha C.",,"=""1501172492""","=""9781501172496""",0,3.59,Simon & Schuster,Hardcover,272,2018,,,2024/05/16,to-read,to-read (#1212),to-read,,,,0,0
7650765,Not for Profit: Why Democracy Needs the Humanities,Martha C. Nussbaum,"Nussbaum, Martha C.",,"=""0691140642""","=""9780691140643""",0,3.63,Princeton University Press,Hardcover,158,2010,2010,,2024/05/16,to-read,to-read (#1211),to-read,,,,0,0
1456751,We Bombed in New Haven,Joseph Heller,"Heller, Joseph",,"=""0140481117""","=""9780140481112""",4,3.47,Penguin,Paperback,,1971,1968,2024/05/14,2024/05/14,,,read,,,,1,0
1219529,The Teachings of Ptahhotep: The Oldest Book in the World,Ptahhotep,"Ptahhotep, Ptahhotep","Larry Williams, Asa G. Hilliard III","=""0945708025""","=""9780945708025""",4,4.14,Blackwood Press,Paperback,53,2012,-2400,2024/05/13,2024/05/13,,,read,,,,1,0
207293815,Sky Full of Elephants,Cebo Campbell,"Campbell, Cebo",,"=""1668034921""","=""9781668034927""",0,4.11,Simon & Schuster,Hardcover,304,2024,,,2024/05/13,to-read,to-read (#1210),to-read,,,,0,0
205478768,I Heard There Was a Secret Chord: Music as Medicine,Daniel J. Levitin,"Levitin, Daniel J.",,"=""1324036184""","=""9781324036180""",0,5.00,W. W. Norton & Company,Hardcover,416,2024,2024,,2024/05/13,to-read,to-read (#1209),to-read,,,,0,0
199798157,The Secret Life of the Universe: An Astrobiologist's Search for the Origins and Frontiers of Life,Nathalie A. Cabrol,"Cabrol, Nathalie A.",,"=""1668046687""","=""9781668046685""",0,4.15,Scribner,Hardcover,320,2024,,,2024/05/13,to-read,to-read (#1208),to-read,,,,0,0
62069739,When We Cease to Understand the World,Benjamín Labatut,"Labatut, Benjamín",Adrian Nathan West,"=""""","=""""",0,4.14,New York Review Books,Kindle Edition,193,2022,2020,,2024/05/13,to-read,to-read (#1207),to-read,,,,0,0
195790626,Any Person Is the Only Self: Essays,Elisa Gabbert,"Gabbert, Elisa",,"=""0374605890""","=""9780374605896""",0,4.00,FSG Originals,Paperback,240,2024,,,2024/05/12,to-read,to-read (#1206),to-read,,,,0,0
209361656,It Is All Equally Fragile,Alison Malee,"Malee, Alison",,"=""1949759806""","=""9781949759808""",0,4.40,Thought Catalog Books,Paperback,120,2024,,,2024/05/11,to-read,to-read (#1205),to-read,,,,0,0
201626999,"Telltale Hearts: A Public Health Doctor, His Patients, and the Power of Story",Dean-David Schillinger,"Schillinger, Dean-David",,"=""1541704207""","=""9781541704206""",0,4.00,PublicAffairs,Hardcover,368,2024,,,2024/05/11,to-read,to-read (#1204),to-read,,,,0,0
200277408,A Machine to Move Ocean and Earth: The Making of the Port of Los Angeles and America,James Tejani,"Tejani, James",,"=""1324093552""","=""9781324093558""",0,3.50,W. W. Norton & Company,Hardcover,464,2024,,,2024/05/11,to-read,to-read (#1203),to-read,,,,0,0
199532026,Reconstruction of the Poet: Uncollected Works of Zbigniew Herbert,Zbigniew Herbert,"Herbert, Zbigniew",,"=""0062883194""","=""9780062883193""",0,4.60,Ecco,Hardcover,288,2024,,,2024/05/11,to-read,to-read (#1202),to-read,,,,0,0
2493,The Time Machine,H.G. Wells,"Wells, H.G.","Greg Bear, Carlo Pagetti","=""""","=""""",0,3.89,Signet Classics,Paperback,118,2002,1895,,2024/05/10,"to-read, books-on-tape","to-read (#1201), books-on-tape (#127)",to-read,,,,0,0
741600,In Praise of Folly (Dover Thrift Editions: Philosophy),Erasmus,"Erasmus, Erasmus",,"=""0486426890""","=""9780486426891""",0,3.84,Dover Publications,Paperback,71,2003,1508,,2023/09/08,"to-read, books-on-tape","to-read (#560), books-on-tape (#126)",to-read,,,,0,0
396270,Two Lives of Charlemagne,Einhard,"Einhard, Einhard","Notker the Stammerer, Lewis Thorpe","=""0140442138""","=""9780140442137""",0,3.64,Penguin Classics,Paperback,240,1969,887,,2024/05/10,"to-read, books-on-tape","to-read (#1200), books-on-tape (#125)",to-read,,,,0,0
12321,Beyond Good and Evil,Friedrich Nietzsche,"Nietzsche, Friedrich","Michael Tanner, R.J. Hollingdale","=""014044923X""","=""9780140449235""",0,4.02,Penguin Classics,Paperback,240,2003,1886,,2024/05/10,"to-read, books-on-tape","to-read (#1199), books-on-tape (#124)",to-read,,,,0,0
608820,The Ecstasy of Communication,Jean Baudrillard,"Baudrillard, Jean",,"=""0936756365""","=""9780936756363""",0,3.96,Semiotext,Paperback,107,1988,1987,,2024/05/10,"to-read, books-on-tape","to-read (#1198), books-on-tape (#123)",to-read,,,,0,0
58312861,The Complete Poetical Works of Edgar Allen Poe: Including Essays on Poetry,Edgar Allan Poe,"Poe, Edgar Allan",Taylor Anderson,"=""197838498X""","=""9781978384989""",0,3.95,CreateSpace Independent Publishing Platform,Paperback,162,2017,,,2024/05/10,"to-read, books-on-tape","to-read (#1197), books-on-tape (#122)",to-read,,,,0,0
87332,The Four Major Plays: The Seagull / Uncle Vanya / Three Sisters / Cherry Orchard,Anton Chekhov,"Chekhov, Anton",Curt Columbus,"=""1566636264""","=""9781566636261""",0,4.13,Ivan R Dee,Paperback,294,2004,1904,,2024/05/10,"to-read, books-on-tape","to-read (#1196), books-on-tape (#121)",to-read,,,,0,0
29581,"Foundation and Empire (Foundation, #2)",Isaac Asimov,"Asimov, Isaac",,"=""0553803727""","=""9780553803723""",4,4.22,Spectra,Hardcover,256,2004,1952,2022/04/10,2022/05/30,"science-fiction, books-on-tape","science-fiction (#8), books-on-tape (#120)",read,,,,1,0
31224173,The Collected Poems of W.B. Yeats,W.B. Yeats,"Yeats, W.B.",Cedric Watts,"=""""","=""""",0,4.23,Wordsworth Editions,Paperback,402,2008,1933,,2024/05/10,"to-read, books-on-tape","to-read (#1195), books-on-tape (#119)",to-read,,,,0,0
5907,"The Hobbit (The Lord of the Rings, #0)",J.R.R. Tolkien,"Tolkien, J.R.R.","Douglas A. Anderson, Michael Hague, Jemima Catlin","=""""","=""""",4,4.29,Houghton Mifflin,Paperback,366,2002,1937,,2016/01/05,books-on-tape,books-on-tape (#118),read,,,,1,0
50856,Glory Road,Robert A. Heinlein,"Heinlein, Robert A.",,"=""0765312220""","=""9780765312228""",0,3.79,Orb Books,Paperback,320,2006,1963,,2024/05/10,"to-read, books-on-tape","to-read (#1194), books-on-tape (#117)",to-read,,,,0,0
30474,The Communist Manifesto,Karl Marx,"Marx, Karl","Friedrich Engels, Leon Trotsky, Samuel Moore, Erkin Özalp, Amanda Lee, Antonio Carlos Braga, Aldrin Alexander Evies, Oqtay Eloğlu","=""0140447571""","=""9780140447576""",0,3.65,Penguin Books,Paperback,288,2002,1848,,2024/05/10,"to-read, books-on-tape","to-read (#1193), books-on-tape (#116)",to-read,,,,0,0
794645,Philebus,Plato,"Plato, Plato",Robin H. Waterfield,"=""0140443959""","=""9780140443950""",0,3.87,Penguin Classics,Paperback,152,1983,-360,,2024/05/10,"to-read, books-on-tape","to-read (#1192), books-on-tape (#115)",to-read,,,,0,0
10034,"The Age of Reason (Roads to Freedom, #1)",Jean-Paul Sartre,"Sartre, Jean-Paul",,"=""0679738959""","=""9780679738954""",0,3.98,Vintage International,Paperback,416,1992,1945,,2024/05/10,"to-read, books-on-tape","to-read (#1191), books-on-tape (#114)",to-read,,,,0,0
528899,The Dialogues of Plato,Plato,"Plato, Plato",Erich Segal,"=""""","=""9780553213713""",0,4.14,Bantam Classic,Mass Market Paperback,340,2006,-380,,2024/05/10,"to-read, books-on-tape","to-read (#1190), books-on-tape (#113)",to-read,,,,0,0
1686654,"Warlock of the Witch World (Witch World Series 1: Estcarp Cycle, #4)",Andre Norton,"Norton, Andre",Jack Gaughan,"=""0441873235""","=""9780441873234""",0,3.89,Ace Books,Mass Market Paperback,249,1978,1967,,2024/05/10,"to-read, books-on-tape","to-read (#1189), books-on-tape (#112)",to-read,,,,0,0
9549,Shadows of the Empire,Steve Perry,"Perry, Steve",,"=""""","=""""",0,3.83,Bantam Spectra,Mass Market Paperback,385,1997,1996,,2024/05/10,"to-read, books-on-tape","to-read (#1188), books-on-tape (#111)",to-read,,,,0,0
102313,"N or M? (Tommy & Tuppence Mysteries, #3)",Agatha Christie,"Christie, Agatha",,"=""0007111452""","=""9780007111459""",0,3.80,HarperCollins,Paperback,304,2001,1941,,2024/05/10,"to-read, books-on-tape","to-read (#1187), books-on-tape (#110)",to-read,,,,0,0
18254,Oliver Twist,Charles Dickens,"Dickens, Charles",Philip Horne,"=""""","=""""",0,3.88,Penguin Books,Paperback,608,2003,1838,,2024/05/10,"to-read, books-on-tape","to-read (#1186), books-on-tape (#109)",to-read,,,,0,0
5344,Hard Times,Charles Dickens,"Dickens, Charles","Jeff Nunokawa, Gage McWeeny","=""0321107217""","=""9780321107213""",0,3.54,Pearson,Paperback,384,2003,1854,,2024/05/10,"to-read, books-on-tape","to-read (#1185), books-on-tape (#108)",to-read,,,,0,0
41681,The Jungle,Upton Sinclair,"Sinclair, Upton","Earl Lee, Kathleen De Grave","=""1884365302""","=""9781884365300""",4,3.77,See Sharp Press,Paperback,335,2003,1906,,2016/01/05,books-on-tape,books-on-tape (#107),read,,,,1,0
890,Of Mice and Men,John Steinbeck,"Steinbeck, John",,"=""0142000671""","=""9780142000670""",0,3.89,Penguin Books,Paperback,107,2002,1937,,2019/05/21,"to-read, books-on-tape","to-read (#26), books-on-tape (#106)",to-read,,,,0,0
7728,"Antigone (The Theban Plays, #3)",Sophocles,"Sophocles, Sophocles",,"=""1580493882""","=""9781580493888""",0,3.67,"Prestwick House, Inc.",Paperback,80,2005,-441,,2024/05/10,"to-read, books-on-tape","to-read (#1184), books-on-tape (#105)",to-read,,,,0,0
34120456,The Whitman Reader,Maxwell Geismar,"Geismar, Maxwell",,"=""""","=""""",0,2.50,Pocketbook,,,1955,1955,,2024/05/10,"to-read, books-on-tape","to-read (#1183), books-on-tape (#104)",to-read,,,,0,0
2829407,Bureaucracy in Modern Society,Peter M. Blau,"Blau, Peter M.",Marshall W. Meyer,"=""0075550334""","=""9780075550334""",0,3.60,McGraw-Hill College,Paperback,240,1987,1971,,2024/05/10,"to-read, books-on-tape","to-read (#1182), books-on-tape (#103)",to-read,,,,0,0
2182,Three Tales,Gustave Flaubert,"Flaubert, Gustave","Roger Whitehouse, Geoffrey Wall","=""0140448004""","=""9780140448009""",0,3.63,Penguin Classics,Paperback,144,2005,1877,,2024/05/10,"to-read, books-on-tape","to-read (#1181), books-on-tape (#102)",to-read,,,,0,0
714763,Yevtushenko - Selected poems,Yevgeny Yevtushenko,"Yevtushenko, Yevgeny",,"=""""","=""""",0,4.05,Penguin Press,Trade Paperback,96,1962,1962,,2024/05/10,"to-read, books-on-tape","to-read (#1180), books-on-tape (#101)",to-read,,,,0,0
31862,Discourse on Method and Meditations on First Philosophy,René Descartes,"Descartes, René",Donald A. Cress,"=""0872204200""","=""9780872204201""",0,3.76,Hackett Publishing Company,Paperback,103,1999,1637,,2024/05/10,"to-read, books-on-tape","to-read (#1179), books-on-tape (#100)",to-read,,,,0,0
206539082,Kipling a Reader,Edward Parone,"Parone, Edward",,"=""""","=""""",0,0.0,DELL PUBL CO,Paperback,,,,,2024/05/10,"to-read, books-on-tape","to-read (#1178), books-on-tape (#99)",to-read,,,,0,0
1465,Euripides IV: Rhesus / The Suppliant Women / Orestes / Iphigenia in Aulis,Euripides,"Euripides, Euripides","Charles R. Walker, William Arrowsmith, David Grene, Richmond Lattimore","=""0226307832""","=""9780226307831""",0,4.20,University of Chicago Press,Paperback,314,1968,-415,,2024/05/10,"to-read, books-on-tape","to-read (#1177), books-on-tape (#98)",to-read,,,,0,0
30678,The Case of the Midwife Toad,Arthur Koestler,"Koestler, Arthur",,"=""0394718232""","=""9780394718231""",0,3.79,Vintage,Paperback,187,1973,1971,,2024/05/10,"to-read, books-on-tape","to-read (#1176), books-on-tape (#97)",to-read,,,,0,0
35220,The Red Badge of Courage,Stephen Crane,"Crane, Stephen",,"=""1580495869""","=""9781580495868""",3,3.29,"Clayton, Del. : Prestwick House Literary Touchstone Classics,",Paperback,149,2006,1895,2016/01/21,2016/01/08,books-on-tape,books-on-tape (#96),read,,,,1,0
50398,Northanger Abbey,Jane Austen,"Austen, Jane",Alfred Mac Adam,"=""1593082649""","=""9781593082642""",0,3.85,Barnes & Noble Classics,Paperback,260,2005,1817,,2024/05/10,"to-read, books-on-tape","to-read (#1175), books-on-tape (#95)",to-read,,,,0,0
5297,The Picture of Dorian Gray,Oscar Wilde,"Wilde, Oscar",Jeffrey Eugenides,"=""""","=""""",0,4.13,Random House: Modern Library,Paperback,272,2004,1890,,2024/04/16,"to-read, books-on-tape","to-read (#1036), books-on-tape (#94)",to-read,,,,0,0
51496,Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,"Stevenson, Robert Louis","Vladimir Nabokov, Dan Chaon, Jerome Charyn, Simon Vestdijk","=""0451528956""","=""9780451528957""",0,3.83,Signet Classic,Mass Market Paperback,139,2003,1886,,2024/05/10,"to-read, books-on-tape","to-read (#1174), books-on-tape (#93)",to-read,,,,0,0
28381,Dead Souls,Nikolai Gogol,"Gogol, Nikolai",Robert A. Maguire,"=""0140448071""","=""9780140448078""",0,3.98,Penguin Classics,Paperback,464,2004,1842,,2023/09/08,"to-read, books-on-tape","to-read (#561), books-on-tape (#92)",to-read,,,,0,0
7613,Animal Farm,George Orwell,"Orwell, George","Chris Mould, Αύγουστος Κορτώ, Boris Grabnar, Celâl Üster, Николай Николов, Κυριάκος Ντελόπουλος, Peter Škerl, Pau Masiques, José Manuel Moreno Cidoncha, Τζωρτζ Όργουελ, Celâl Üstüner","=""""","=""""",4,3.99,Plume,Paperback,122,2003,1945,,2016/01/05,books-on-tape,books-on-tape (#91),read,,,,1,0
1715,Metamorphoses,Ovid,"Ovid, Ovid","David Raeburn, Denis Feeney","=""014044789X""","=""9780140447897""",0,4.09,Penguin,Paperback,723,2004,8,,2024/05/10,"to-read, books-on-tape","to-read (#1173), books-on-tape (#90)",to-read,,,,0,0
15645,Inferno,Dante Alighieri,"Alighieri, Dante",Anthony Esolen,"=""0812970063""","=""9780812970067""",0,4.02,Modern Library,Paperback,490,2003,1320,,2024/05/10,"to-read, books-on-tape","to-read (#1172), books-on-tape (#89)",to-read,,,,0,0
11,"The Hitchhiker’s Guide to the Galaxy (Hitchhiker's Guide to the Galaxy, #1)",Douglas Adams,"Adams, Douglas",,"=""""","=""""",4,4.23,Del Rey Books,Mass Market Paperback,216,2005,1979,,2016/01/06,"science-fiction, books-on-tape","science-fiction (#4), books-on-tape (#88)",read,,,,1,0
175675,Ragtime,E.L. Doctorow,"Doctorow, E.L.",,"=""0812978188""","=""9780812978186""",0,3.89,Random House,Paperback,320,2010,1975,,2024/05/10,"to-read, books-on-tape","to-read (#1171), books-on-tape (#87)",to-read,,,,0,0
70101,The Immoralist,André Gide,"Gide, André","Alan Sheridan, David Watson","=""0142180025""","=""9780142180020""",0,3.55,Penguin Classics,Paperback,123,2001,1902,,2024/05/10,"to-read, books-on-tape","to-read (#1170), books-on-tape (#86)",to-read,,,,0,0
80458,The Future of an Illusion,Sigmund Freud,"Freud, Sigmund","Peter Gay, James Strachey","=""0393008312""","=""9780393008319""",0,3.76,W.W. Norton & Company,Paperback,112,1989,1927,,2024/05/10,"to-read, books-on-tape","to-read (#1169), books-on-tape (#85)",to-read,,,,0,0
6464054,Gestalt Psychology,Wolfgang Köhler,"Köhler, Wolfgang",,"=""0452005310""","=""9780452005310""",0,3.56,Plume,Paperback,222,1980,1929,,2024/05/10,"to-read, books-on-tape","to-read (#1168), books-on-tape (#84)",to-read,,,,0,0
40717990,The Sane Society,Erich Fromm,"Fromm, Erich",,"=""""","=""""",0,4.25,Open Road Media,Kindle Edition,386,2013,1955,,2024/01/18,"to-read, books-on-tape","to-read (#792), books-on-tape (#83)",to-read,,,,0,0
357636,Civilization and Its Discontents,Sigmund Freud,"Freud, Sigmund","Peter Gay, James Strachey","=""0393301583""","=""9780393301588""",0,3.80,W. W. Norton  Company,Paperback,127,1989,1930,,2024/05/10,"to-read, books-on-tape","to-read (#1167), books-on-tape (#82)",to-read,,,,0,0
1061178,New Introductory Lectures on Psychoanalysis,Sigmund Freud,"Freud, Sigmund",,"=""039300743X""","=""9780393007435""",0,3.82,W.W. Norton,Paperback,280,1981,1936,,2024/05/10,"to-read, books-on-tape","to-read (#1166), books-on-tape (#81)",to-read,,,,0,0
132464,Totem and Taboo,Sigmund Freud,"Freud, Sigmund",James Strachey,"=""041525387X""","=""9780415253871""",0,3.85,Routledge,Paperback,224,2001,1913,,2024/05/10,"to-read, books-on-tape","to-read (#1165), books-on-tape (#80)",to-read,,,,0,0
