Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
2054187,On History,Eric J. Hobsbawm,"Hobsbawm, Eric J.",,"=""0349110506""","=""9780349110509""",0,3.98,Abacus (UK),Paperback,403,2008,1997,,2023/05/10,currently-reading,currently-reading (#3),currently-reading,,,,1,0
59013352,The Undiscovered Self,C.G. Jung,"Jung, C.G.",,"=""""","=""""",4,4.14,Princeton University Press ,Paperback,176,2010,1961,2023/08/09,2023/08/08,,,read,,,,1,0
9599272,Insect Media: An Archaeology of Animals and Technology (Volume 11) (Posthumanities),Jussi Parikka,"Parikka, Jussi",,"=""0816667403""","=""9780816667406""",0,3.75,Univ Of Minnesota Press,Paperback,320,2010,2010,,2023/08/08,to-read,to-read (#525),to-read,,,,0,0
13795329,Digital Memory and the Archive (Volume 39) (Electronic Mediations),Wolfgang Ernst,"Ernst, Wolfgang",Jussi Parikka,"=""0816677670""","=""9780816677672""",0,3.71,Univ Of Minnesota Press,Paperback,256,2012,2012,,2023/08/08,to-read,to-read (#524),to-read,,,,0,0
43314885,AI Aesthetics,Lev Manovich,"Manovich, Lev",,"=""5906264906""","=""9785906264909""",0,3.73,Strelka Press,Kindle Edition,63,2018,2018,,2023/08/08,to-read,to-read (#523),to-read,,,,0,0
2753,The Language of New Media,Lev Manovich,"Manovich, Lev",,"=""0262632551""","=""9780262632553""",0,3.86,MIT Press,Paperback,354,2001,2001,,2023/08/08,to-read,to-read (#522),to-read,,,,0,0
654107,The Ordeal of Change,Eric Hoffer,"Hoffer, Eric",,"=""1933435100""","=""9781933435107""",0,4.15,Hopewell Publications,Paperback,136,2006,1963,,2023/08/05,to-read,to-read (#521),to-read,,,,0,0
2751379,Thinking Through Cultures,Richard A. Shweder,"Shweder, Richard A.",,"=""0674884167""","=""9780674884168""",0,4.16,Harvard University Press,,404,2008,1991,,2023/08/05,to-read,to-read (#520),to-read,,,,0,0
1081008,"Culture Theory: Essays on Mind, Self and Emotion",Richard A. Shweder,"Shweder, Richard A.",Robert A. LeVine,"=""0521318319""","=""9780521318310""",0,4.57,Cambridge University Press,Paperback,372,1985,1984,,2023/08/05,to-read,to-read (#519),to-read,,,,0,0
361284,Playing and Reality,D. W. Winnicott,"Winnicott, D. W.",,"=""0415345464""","=""9780415345460""",0,4.21,Routledge,Paperback,214,2005,1971,,2023/08/04,to-read,to-read (#518),to-read,,,,0,0
2723445,"Five Lectures: Psychoanalysis, Politics and Utopia",Herbert Marcuse,"Marcuse, Herbert",,"=""0807015482""","=""9780807015483""",3,3.69,Beacon Press,Hardcover,109,1970,1970,2023/08/04,2023/08/04,,,read,,,,1,0
636711,The Theory of the Four Movements,Charles Fourier,"Fourier, Charles","Gareth Stedman Jones, Ian Patterson","=""0521356148""","=""9780521356145""",0,3.52,Cambridge University Press,Hardcover,364,1996,1808,,2023/08/04,to-read,to-read (#517),to-read,,,,0,0
9883001,Design for Utopia: Selected Writings of Charles Fourier,Charles Fourier,"Fourier, Charles","Charles Gide, Julia Franklin","=""0805203036""","=""9780805203035""",0,3.54,Schocken,Paperback,0,1976,1988,,2023/08/04,to-read,to-read (#516),to-read,,,,0,0
12400532,The Hierarchies of Cuckoldry and Bankruptcy,Charles Fourier,"Fourier, Charles",Geoffrey Longnecker,"=""0984115552""","=""9780984115556""",0,3.40,Wakefield Press,Paperback,94,2011,1816,,2023/08/04,to-read,to-read (#515),to-read,,,,0,0
56799335,The Empathy Diaries: A Memoir,Sherry Turkle,"Turkle, Sherry",Jill Larson,"=""""","=""""",0,3.96,Penguin Audio,Audible Audio,,2021,2021,,2023/08/03,to-read,to-read (#514),to-read,,,,0,0
59365019,"A History of Delusions: The Glass King, a Substitute Husband and a Walking Corpse",Victoria Shepherd,"Shepherd, Victoria",,"=""0861540913""","=""9780861540914""",0,3.24,Oneworld Publications,Hardcover,352,2022,2022,,2023/08/03,to-read,to-read (#513),to-read,,,,0,0
26589298,Literature and the American College: Essays in Defense of the Humanities,Irving Babbitt,"Babbitt, Irving",,"=""1517011434""","=""9781517011437""",0,3.94,Createspace Independent Publishing Platform,Paperback,274,2015,1908,,2023/08/01,to-read,to-read (#512),to-read,,,,0,0
130246118,Democracy and Leadership,Irving Babbitt,"Babbitt, Irving",,"=""""","=""""",0,4.22,Houghton Mifflin Company,Hardcover,0,1924,1979,,2023/08/01,to-read,to-read (#511),to-read,,,,0,0
18423,The Left Hand of Darkness,Ursula K. Le Guin,"Guin, Ursula K. Le",,"=""""","=""""",4,4.10,Ace,Paperback,304,2000,1969,,2023/04/10,,,read,,,,1,0
62918539,"The World Behind the World: Consciousness, Free Will, and the Limits of Science",Erik Hoel,"Hoel, Erik",,"=""1982159405""","=""9781982159405""",0,3.71,Avid Reader Press / Simon  Schuster,ebook,256,2023,,,2023/07/28,to-read,to-read (#510),to-read,,,,0,0
29496076,Killers of the Flower Moon: The Osage Murders and the Birth of the FBI,David Grann,"Grann, David",,"=""0385534256""","=""9780385534253""",4,4.14,Doubleday,ebook,359,2017,2017,2023/07/26,2023/07/24,,,read,,,,1,0
539694,Osage Indian Customs and Myths (Fire Ant Books),Louis F. Burns,"Burns, Louis F.",,"=""0817351817""","=""9780817351816""",0,3.85,Fire Ant Books,Paperback,246,2005,1984,,2023/07/26,to-read,to-read (#509),to-read,,,,0,0
2654475,A History of the Osage People,Louis F. Burns,"Burns, Louis F.",,"=""0817313192""","=""9780817313197""",0,3.94,University Alabama Press,Hardcover,632,2004,1989,,2023/07/26,to-read,to-read (#508),to-read,,,,0,0
25866969,Keywords for Disability Studies,Rachel Adams,"Adams, Rachel","David Serlin, Benjamin Reiss","=""1479845639""","=""9781479845637""",0,4.21,NYU Press,Kindle Edition,231,2015,2015,,2023/07/25,to-read,to-read (#507),to-read,,,,0,0
19793789,Three Famous Short Novels: Spotted Horses/Old Man/The Bear,William Faulkner,"Faulkner, William",,"=""""","=""""",4,3.83,Vintage International,Kindle Edition,352,2011,1958,2023/07/24,2023/07/10,,,read,,,,1,0
297573,Anthology of Korean Literature: From Early Times to the Nineteenth Century (UNESCO Collection of Representative Works: Japanese Series),Peter H. Lee,"Lee, Peter H.",,"=""0824807561""","=""9780824807566""",4,4.00,University of Hawaii Press,Paperback,342,1983,1981,2023/07/22,2023/07/22,,,read,,,,1,0
597965,Bees: (CW 351),Rudolf Steiner,"Steiner, Rudolf","David Adams, Thomas Braatz, Gunther Hauk","=""0880104570""","=""9780880104579""",0,4.16,SteinerBooks,Paperback,240,1998,1998,,2023/07/20,to-read,to-read (#506),to-read,,,,0,0
569375,Intuitive Thinking As a Spiritual Path: A Philosophy of Freedom (Classics in Anthroposophy),Rudolf Steiner,"Steiner, Rudolf",,"=""088010385X""","=""9780880103855""",0,4.19,Anthroposophic Press,Paperback,304,1995,1894,,2023/07/20,to-read,to-read (#505),to-read,,,,0,0
15785079,The Fourth Political Theory,Alexander Dugin,"Dugin, Alexander",Александр Гельевич Дугин,"=""1907166653""","=""9781907166655""",0,3.37,Arktos Media Ltd.,Paperback,211,2012,2009,,2023/07/19,to-read,to-read (#504),to-read,,,,0,0
8046556,Emergence and Embodiment: New Essays on Second-Order Systems Theory (Science and Cultural Theory),Bruce Clarke,"Clarke, Bruce","Mark B.N. Hansen, Evan Thompson, John Protevi, Niklas Luhmann, Michael Schiltz, Edgar Landgraf, Linda Brigham, Ira Livingstone","=""0822345811""","=""9780822345817""",0,4.12,Duke University Press Books,Hardcover,296,2009,2009,,2023/07/17,to-read,to-read (#503),to-read,,,,0,0
44099940,Edges of the State (Forerunners: Ideas First),John Protevi,"Protevi, John",,"=""1517907969""","=""9781517907969""",0,3.67,Univ Of Minnesota Press,Paperback,74,2019,,,2023/07/17,to-read,to-read (#502),to-read,,,,0,0
1464476,"Political Physics: Deleuze, Derrida and the Body Politic (Transversals: New Directions in Philosophy)",John Protevi,"Protevi, John",,"=""0485006197""","=""9780485006193""",0,3.60,The Athlone Press,Paperback,,2001,2001,,2023/07/17,to-read,to-read (#501),to-read,,,,0,0
788729,Outlines of Scepticism,Sextus Empiricus,"Empiricus, Sextus","Julia Annas, Jonathan Barnes","=""0521778093""","=""9780521778091""",0,3.94,Cambridge University Press,Paperback,286,2000,200,,2023/07/17,to-read,to-read (#500),to-read,,,,0,0
551674,Sextus Empiricus: Against the Professors (Loeb Classical Library No. 382),Sextus Empiricus,"Empiricus, Sextus",R.G. Bury,"=""0674994205""","=""9780674994201""",0,4.38,Harvard University Press,Hardcover,416,1949,220,,2023/07/17,to-read,to-read (#499),to-read,,,,0,0
551398,Sextus Empiricus: Against the Physicists. Against the Ethicists. (Loeb Classical Library No. 311),Sextus Empiricus,"Empiricus, Sextus",R.G. Bury,"=""0674993446""","=""9780674993440""",0,4.08,Harvard University Press,Hardcover,560,1936,1936,,2023/07/17,to-read,to-read (#498),to-read,,,,0,0
1061195,Habit,William  James,"James, William",,"=""0766172198""","=""9780766172197""",4,4.03,Kessinger Publishing,Paperback,,2003,2003,2023/07/17,2023/07/17,,,read,,,,1,0
145282246,An Introduction to Polynesian Anthropology,Te Rangi Hiroa (Peter H. Buck),"Buck), Te Rangi Hiroa (Peter H.",,"=""""","=""""",0,0.0,Kraus,Paperback,0,1971,,,2023/07/17,to-read,to-read (#497),to-read,,,,0,0
463294,"The First New Chronicle and Good Government, Abridged (Hackett Classics)",Felipe Guamán Poma de Ayala,"Ayala, Felipe Guamán Poma de",,"=""0872208419""","=""9780872208414""",0,3.99,"Hackett Publishing Company, Inc.",Paperback,384,2006,1615,,2023/07/17,to-read,to-read (#496),to-read,,,,0,0
168597642,"The Concluding Portion of The Experiences of the Nations, (The Eclipse of the Abbasid Caliphate)",Aḥmad ibn Muḥammad ibn Miskawayh,"Miskawayh, Aḥmad ibn Muḥammad ibn",,"=""""","=""""",0,0.0,B. Blackwell,Unknown Binding,0,1920,,,2023/07/17,to-read,to-read (#495),to-read,,,,0,0
11688943,Works of Sahl & Masha'allah,Sahl ibn Bishr,"Bishr, Sahl ibn","Masha'allah, Benjamin N. Dykes","=""1934586021""","=""9781934586020""",0,4.50,Cazimi Press,Paperback,614,2008,2008,,2023/07/17,to-read,to-read (#494),to-read,,,,0,0
24658,The Prose Edda: Norse Mythology (Penguin Classics),Snorri Sturluson,"Sturluson, Snorri",Jesse L. Byock,"=""0140447555""","=""9780140447552""",0,4.16,Penguin Books,Paperback,224,2005,1220,,2023/07/17,to-read,to-read (#493),to-read,,,,0,0
718608,The Secret History of the Mongols: A Mongolian Epic Chronicle of the Thirteenth Century (2 Vol. Set),Igor de Rachewiltz,"Rachewiltz, Igor de",,"=""9004153640""","=""9789004153646""",0,4.45,Brill,Paperback,1349,2006,2003,,2023/07/17,to-read,to-read (#492),to-read,,,,0,0
1250515,The Florida of the Inca,Inca Garcilaso de la Vega,"Vega, Inca Garcilaso de la",,"=""0292724349""","=""9780292724341""",0,4.03,University of Texas Press,Paperback,708,1951,1605,,2023/07/17,to-read,to-read (#491),to-read,,,,0,0
179761,"The Royal Commentaries of the Incas and General History of Peru, Abridged",Inca Garcilaso de la Vega,"Vega, Inca Garcilaso de la","Karen Spalding, Harold V. Livermore","=""0872208435""","=""9780872208438""",0,3.62,Hackett Pub Co,Paperback,264,2006,2006,,2023/07/17,to-read,to-read (#490),to-read,,,,0,0
23242166,The Chronicle of Zuo (Chunqiu Zuo Zhuan) (Chinese Edition),Qiuming Zuo,"Zuo, Qiuming",,"=""1909669393""","=""9781909669390""",0,0.0,Jiahu Books,Paperback,352,2013,2013,,2023/07/17,to-read,to-read (#489),to-read,,,,0,0
379959,Ecclesiastical History of the English People,Bede,"Bede, Bede","Ronald Latham, D.H. Farmer, Leo Sherley-Price","=""014044565X""","=""9780140445657""",0,3.83,Penguin Classics,Paperback,400,1991,731,,2023/07/17,to-read,to-read (#488),to-read,,,,0,0
9180815,Svetasvatara Upanishad,Anonymous,"Anonymous, Anonymous",Tyagisananda,"=""8171205046""","=""9788171205042""",0,4.12,"Sri Ramakrishna Math, Chennai",Paperback,132,1997,1997,,2023/07/16,to-read,to-read (#487),to-read,,,,0,0
22715538,The Wars of Justinian (Hackett Classics),Procopius,"Procopius, Procopius","H.B. Dewing, Anthony Kaldellis","=""162466170X""","=""9781624661709""",0,4.16,"Hackett Publishing Company, Inc.",Paperback,680,2014,550,,2023/07/16,to-read,to-read (#486),to-read,,,,0,0
561444,The Secret History,Procopius,"Procopius, Procopius",,"=""0140441824""","=""9780140441826""",0,3.84,Penguin,Paperback,205,1966,550,,2023/07/16,to-read,to-read (#485),to-read,,,,0,0
13835018,Astronomicon 5 Volume Set (Cambridge Library Collection - Classics) (Latin Edition),Marcus Manilius,"Manilius, Marcus",A.E. Housman,"=""1108157343""","=""9781108157346""",0,4.07,Cambridge University Press,Paperback,851,2011,1942,,2023/07/16,to-read,to-read (#484),to-read,,,,0,0
9032,Records of the Grand Historian: Qin Dynasty,Sima Qian,"Qian, Sima",Burton Watson,"=""0231081693""","=""9780231081696""",0,4.31,Columbia University Press,Paperback,224,1995,-94,,2023/07/16,to-read,to-read (#483),to-read,,,,0,0
1296785,On the Divine Images: 3 Apologies Against Those Who Attack the Divine Images (English and Ancient Greek Edition),John of Damascus,"Damascus, John of",David Anderson,"=""0913836621""","=""9780913836620""",0,4.26,St Vladimirs Seminary Pr,Paperback,106,1980,1980,,2023/07/16,to-read,to-read (#482),to-read,,,,0,0
5974452,History of the Britons (Historia Brittonum) (Dodo Press),Nennius,"Nennius, Nennius",,"=""1406530727""","=""9781406530728""",0,3.50,Dodo Press,Paperback,42,2007,828,,2023/07/16,to-read,to-read (#481),to-read,,,,0,0
9340263,"Orosius: Seven Books of History against the Pagans (Translated Texts for Historians, 54)",Paulus Orosius,"Orosius, Paulus",A.T. Fear,"=""1846312396""","=""9781846312397""",0,3.60,Liverpool University Press,Paperback,456,2010,415,,2023/07/16,to-read,to-read (#480),to-read,,,,0,0
55399417,Lives of the Eminent Philosophers,Diogenes Laërtius,"Laërtius, Diogenes","James Miller, Pamela Mensch, Jennifer M. Dixon, Thales, Solon, Chilon, Pittacus, Bias, Cleobulus, Periander, Anacharsis, Myson, Epimenides, Pherecydes, Anaximander, Anaximenes, Anaxagoras, Archelaus, Socrates, Xenophon, Aeschines, Aristippus, Phaedo, Euclid, Stilpo, Crito, Simon, Glaucon, Simmias, Cebes, Menedemus, Speusippus, Xenocrates, Polemo, Cratès, Crantor, Arcesilaus, Bion of Smyrna, Lacydes, Carneades, Clitomachus, Peripatatetics, Theophrastus, Strato, Lyco, Demetrius of Phalerum, Heraclides, Anisthenes, Diogene of Sinope, Monimus, Onesicritus, Crates of Thebes, Metrocles, Hipparachia, Menippus, Zeno of Citium, Aristo, Herillus, Dionysius, Cleanthes, Sphaerus, Chrysippus, Pythagoras, Epedocles, Epicharmus, Archytas, Alcmaeon, Hippasus, Philolaus, Eudoxus, Heraclitus, Xenophanes, Parmenides, Melissus, Zeno of Elea, Leucippus, Democritus, Protagoras, Diogenes of Apollonia, Anaxarchus, Pyrrho, Timon, Epicurus","=""""","=""""",0,4.13,Tantor Audio,Audible Audio,,2018,250,,2023/07/16,to-read,to-read (#479),to-read,,,,0,0
841152,Argonautica (Loeb Classical Library No. 286),Gaius Valerius Flaccus,"Flaccus, Gaius Valerius",,"=""0674993160""","=""9780674993167""",0,3.70,Harvard University Press,Hardcover,480,1934,70,,2023/07/16,to-read,to-read (#478),to-read,,,,0,0
35084289,The Songs of Chu: An Anthology of Ancient Chinese Poetry by Qu Yuan and Others,Qu Yuan,"Yuan, Qu",Gopal Sukhu,"=""0231544650""","=""9780231544658""",0,4.05,Columbia University Press,ebook,256,2017,100,,2023/07/16,to-read,to-read (#477),to-read,,,,0,0
360882,Phaedrus (Hackett Classics),Plato,"Plato, Plato","Al Anderson, Alexander Nehamas, Paul Woodruff, William Sigalis","=""0872202208""","=""9780872202207""",0,3.96,"Hackett Publishing Company, Inc.",Paperback,144,1995,-370,,2023/07/16,to-read,to-read (#476),to-read,,,,0,0
22632,"The Trial and Death of Socrates (Euthyphro, Apology, Crito, Phaedo)",Plato,"Plato, Plato","John M. Cooper, G.M.A. Grube","=""0872205541""","=""9780872205543""",0,4.12,Hackett Publishing Company,Paperback,58,2001,-400,,2023/07/16,to-read,to-read (#475),to-read,,,,0,0
81779,The Symposium,Plato,"Plato, Plato",Christopher Gill,"=""0140449272""","=""9780140449273""",0,4.08,Penguin Books,Paperback,90,2003,-380,,2023/07/16,to-read,to-read (#474),to-read,,,,0,0
982310,Phaedo,Plato,"Plato, Plato","David Gallop, R.D. Archer-Hind","=""0192839535""","=""9780192839534""",0,4.07,Oxford University Press,Paperback,144,1993,-380,,2023/07/16,to-read,to-read (#473),to-read,,,,0,0
1354,Gorgias,Plato,"Plato, Plato","Chris Emlyn-Jones, Walter Hamilton","=""0140449043""","=""9780140449044""",0,3.94,Penguin Classics,Paperback,208,2004,-380,,2023/07/16,to-read,to-read (#471),to-read,,,,0,0
44244569,"The Poetic Edda & The Prose Edda (Complete Edition): The Elder Saemundar Edda: Baldr's Dreams, Loki's Altercation + The Younger Snorri's Edda: Of Odin, Of Thor, Of Ragnarok, Gylfi's Journey To Asgard",Sæmundr fróði,"fróði, Sæmundr","Snorri Sturluson, Benjamin Thorpe, I.A. Blackwell","=""802730346X""","=""9788027303465""",0,4.64,e-artnow,Kindle Edition,335,2019,,,2023/07/16,to-read,to-read (#470),to-read,,,,0,0
18185,The Pillow Book,Sei Shōnagon,"Shōnagon, Sei",Ivan Morris,"=""0231073372""","=""9780231073370""",0,4.03,Columbia University Press,Paperback,419,1991,1002,,2023/07/16,to-read,to-read (#469),to-read,,,,0,0
80081,The Golden Ass,Apuleius,"Apuleius, Apuleius","Jack Lindsay, Claudio Annaratone","=""0253200369""","=""9780253200365""",0,3.86,Indiana University Press,Paperback,256,2005,159,,2023/07/16,to-read,to-read (#468),to-read,,,,0,0
5243274,"Longus, Daphnis and Chloe; Xenophon of Ephesus, Anthia and Habrocomes",Longus,"Longus, Longus","Jeffrey Henderson, Xenophon of Ephesus","=""067499633X""","=""9780674996335""",0,4.03,Harvard University Press,Hardcover,384,2009,150,,2023/07/16,to-read,to-read (#467),to-read,,,,0,0
3104331,Storia vera,Lucian of Samosata,"Samosata, Lucian of","Ugo Montanari, Gianni Toti","=""8879835432""","=""9788879835435""",0,3.80,Newton & Compton,Paperback,97,1994,165,,2023/07/16,to-read,to-read (#466),to-read,,,,0,0
1358,Encomium of Helen,Gorgias of Leontini,"Leontini, Gorgias of",Douglas M. MacDowell,"=""0862920531""","=""9780862920531""",0,3.75,Bristol Classical Press,Paperback,48,1991,-380,,2023/07/16,to-read,to-read (#465),to-read,,,,0,0
28369439,"The Political Writings: ""Political Regime"" and ""Summary of Plato's Laws"" (Agora Editions)",Al-Farabi,"Al-Farabi, Al-Farabi",Charles E. Butterworth,"=""""","=""""",0,3.81,Cornell University Press,Kindle Edition,283,2015,2015,,2023/07/16,to-read,to-read (#464),to-read,,,,0,0
57500806,The Kural: Tiruvalluvar's Tirukkural,Tiruvalluvar,"Tiruvalluvar, Tiruvalluvar","Thomas Hitoshi Pruiksma, Andrew Harvey, Archana Venkatesan","=""0807003611""","=""9780807003619""",0,4.30,Beacon Press,Hardcover,256,2022,,,2023/07/16,to-read,to-read (#463),to-read,,,,0,0
896422,The Meghadūta of Kālidāsa,Kālidāsa,"Kālidāsa, Kālidāsa",Moreshwar Ramchandra Kale,"=""8120804201""","=""9788120804203""",0,4.24,Motilal Banarsidass,Paperback,208,1999,400,,2023/07/16,to-read,to-read (#462),to-read,,,,0,0
1392578,The Exaltation of Inanna,Enheduanna,"Enheduanna, Enheduanna","William W. Hallo, J.J.A. van Dijk","=""0404602630""","=""9780404602635""",0,3.69,Yale University Press,Hardcover,113,1968,-2250,,2023/07/16,to-read,to-read (#461),to-read,,,,0,0
8524528,The Conspiracy Against the Human Race,Thomas Ligotti,"Ligotti, Thomas",Ray Brassier,"=""098242969X""","=""9780982429693""",0,4.04,Hippocampus Press,Hardcover,240,2010,2011,,2023/07/12,to-read,to-read (#460),to-read,,,,0,0
375369,The Two Cultures,C.P. Snow,"Snow, C.P.",Stefan Collini,"=""0521457300""","=""9780521457309""",5,3.66,Cambridge University Press,Paperback,181,1993,1959,2023/07/08,2023/07/08,,,read,,,,1,0
876843,The Octopus: A Story of California,Frank Norris,"Norris, Frank",Kevin Starr,"=""""","=""""",0,3.81,Penguin Classics,Paperback,688,1994,1901,,2023/07/08,to-read,to-read (#459),to-read,,,,0,0
125423264,Crisis Government,Lindsay Rogers,"Rogers, Lindsay",,"=""""","=""""",0,0.0,W. W. Norton and Company,Hardcover,0,1934,,,2023/07/07,to-read,to-read (#458),to-read,,,,0,0
167228104,A history of American political theories,Charles Edward Merriam,"Merriam, Charles Edward",,"=""""","=""""",0,0.0,University of Michigan Library,Paperback,392,1920,,,2023/07/07,to-read,to-read (#457),to-read,,,,0,0
279246,Political Theology: Four Chapters on the Concept of Sovereignty,Carl Schmitt,"Schmitt, Carl","George Schwab, Tracy B. Strong","=""0226738892""","=""9780226738895""",0,3.93,University of Chicago Press,Paperback,121,2006,1922,,2023/07/07,to-read,to-read (#456),to-read,,,,0,0
1799152,The Jurisprudence of Emergency: Colonialism and the Rule of Law,Nasser  Hussain,"Hussain, Nasser",,"=""0472113283""","=""9780472113286""",0,4.00,University of Michigan Press,Hardcover,192,2003,2003,,2023/07/07,to-read,to-read (#455),to-read,,,,0,0
958609,Excitable Speech: A Politics of the Performative,Judith Butler,"Butler, Judith",,"=""0415915880""","=""9780415915885""",0,3.98,Routledge,Paperback,200,1997,1997,,2023/07/07,to-read,to-read (#454),to-read,,,,0,0
11381966,"The Exceptionalist State and the State of Exception: Herman Melville's Billy Budd, Sailor",William V. Spanos,"Spanos, William V.",,"=""""","=""""",0,4.67,,Kindle Edition,229,,2010,,2023/07/07,to-read,to-read (#453),to-read,,,,0,0
85825,State of Exception,Giorgio Agamben,"Agamben, Giorgio",Kevin Attell,"=""0226009254""","=""9780226009254""",0,4.03,University of Chicago Press,Paperback,104,2005,2003,,2023/07/07,to-read,to-read (#452),to-read,,,,0,0
222863,The Power Elite,C. Wright Mills,"Mills, C. Wright",Alan Wolfe,"=""0195133544""","=""9780195133547""",0,4.15,Oxford University Press,Paperback,448,2000,1956,,2023/07/07,to-read,to-read (#451),to-read,,,,0,0
327488,The Shock of the Old: Technology and Global History since 1900,David Edgerton,"Edgerton, David",,"=""0195322835""","=""9780195322835""",0,3.57,Oxford University Press,Hardcover,288,2006,2006,,2023/07/07,to-read,to-read (#450),to-read,,,,0,0
1291973,The Real World of Technology,Ursula Martius Franklin,"Franklin, Ursula Martius",,"=""088784636X""","=""9780887846366""",0,4.18,House of Anansi Press,Paperback,210,1999,1990,,2023/07/07,to-read,to-read (#449),to-read,,,,0,0
1700735,The Managerial Revolution: What is Happening in the World,James Burnham,"Burnham, James",,"=""0837156785""","=""9780837156781""",0,3.74,Praeger,Hardcover,285,1972,1941,,2023/07/07,to-read,to-read (#448),to-read,,,,0,0
335989,"Language, Thought, and Reality: Selected Writings of Benjamin Lee Whorf",Benjamin Lee Whorf,"Whorf, Benjamin Lee",John B. Carroll,"=""0262730065""","=""9780262730068""",0,3.96,MIT Press,Paperback,290,1964,1956,,2023/06/30,to-read,to-read (#447),to-read,,,,0,0
13811199,Psychopolitics,Peter Sedgwick,"Sedgwick, Peter",,"=""0861043529""","=""9780861043521""",0,4.22,HarperCollins Publishers,Paperback,304,1982,1981,,2023/06/30,to-read,to-read (#446),to-read,,,,0,0
15503639,In the Name of Mental Health; The Social Functions of Psychiatry.,Ronald Leifer,"Leifer, Ronald",,"=""0876680090""","=""9780876680094""",0,0.0,Jason Aronson Inc,Hardcover,288,1969,,,2023/06/30,to-read,to-read (#445),to-read,,,,0,0
3295120,Neighborhood Government: The Local Foundations of Political Life,Milton Kotler,"Kotler, Milton",Terry L. Cooper,"=""073910991X""","=""9780739109915""",0,4.33,Lexington Books,Paperback,170,2004,2004,,2023/06/30,to-read,to-read (#444),to-read,,,,0,0
60928688,"Hospitals and Asylums of the World, Their Origin, History, Construction, Administration, Management, and Legislation, With Plans of the Chief Medical ... to Those of all the Hospitals of London In",Henry C Burdett,"Burdett, Henry C",,"=""0342663771""","=""9780342663774""",0,0.0,Franklin Classics,Paperback,514,2018,,,2023/06/30,to-read,to-read (#443),to-read,,,,0,0
937944,Opium and the Romantic Imagination,Alethea Hayter,"Hayter, Alethea",,"=""0520017463""","=""9780520017467""",0,4.08,Univ of California Pr,Paperback,388,1968,1989,,2023/06/30,to-read,to-read (#442),to-read,,,,0,0
2141488,Autocrat of the Breakfast Table,Oliver Wendell Holmes Sr.,"Sr., Oliver Wendell Holmes",,"=""1426403135""","=""9781426403132""",0,3.43,BiblioBazaar,Paperback,240,2001,1857,,2023/06/30,to-read,to-read (#441),to-read,,,,0,0
9311795,Medical Essays,Oliver Wendell Holmes Sr.,"Sr., Oliver Wendell Holmes",,"=""""","=""""",0,4.00,,Kindle Edition,,,1883,,2023/06/30,to-read,to-read (#440),to-read,,,,0,0
24591091,Sketch of the Analytical Engine Invented by Charles Babbage,L.F. Menabrea,"Menabrea, L.F.",,"=""""","=""""",0,4.57,Scientific Memoirs,Kindle Edition,83,2014,2014,,2023/06/26,to-read,to-read (#439),to-read,,,,0,0
264221,"Ada, the Enchantress of Numbers: A Selection from the Letters of Lord Byron's Daughter and Her Description of the First Computer",Ada Lovelace,"Lovelace, Ada",Betty Alexandra Toole,"=""0912647094""","=""9780912647098""",0,3.36,Strawberry Press,Hardcover,439,1992,1992,,2023/06/26,to-read,to-read (#438),to-read,,,,0,0
391854,"My Life among the Deathworks: Illustrations of the Aesthetics of Authority (Sacred Order/Social Order, #1)",Philip Rieff,"Rieff, Philip","James Davison Hunter, Kenneth S. Piver","=""0813925169""","=""9780813925165""",0,4.02,University of Virginia Press,Hardcover,264,2006,2006,,2023/06/26,to-read,to-read (#437),to-read,,,,0,0
391850,The Triumph of the Therapeutic: Uses of Faith after Freud,Philip Rieff,"Rieff, Philip",Elisabeth Lasch-Quinn,"=""""","=""""",0,4.06,Intercollegiate Studies Institute,Paperback,325,2006,1966,,2023/06/26,to-read,to-read (#436),to-read,,,,0,0
2276946,The Myth of the Hyperactive Child: And Other Means of Child Control,Peter Schrag,"Schrag, Peter",Diane Divosky,"=""0394495551""","=""9780394495552""",0,3.80,Pantheon Books,Hardcover,285,1975,1975,,2023/06/26,to-read,to-read (#435),to-read,,,,0,0
980565,The Decline of the WASP,Peter Schrag,"Schrag, Peter",,"=""0671210599""","=""9780671210595""",0,4.33,Simon & Schuster,Hardcover,,1971,,,2023/06/26,to-read,to-read (#434),to-read,,,,0,0
36646846,The Whistle-Blower: One man’s battle against the medical establishment; The life of Maurice Pappworth,Joanna Seldon,"Seldon, Joanna",,"=""""","=""""",0,4.40,University of Buckingham Press,Kindle Edition,214,2017,,,2023/06/26,to-read,to-read (#433),to-read,,,,0,0
31286,Human Guinea Pigs: Experimentation on Man,Maurice Henry. Pappworth,"Pappworth, Maurice Henry.",,"=""0807021911""","=""9780807021910""",0,0.0,Beacon Press,Paperback,0,1968,,,2023/06/26,to-read,to-read (#432),to-read,,,,0,0
1440810,"Microsociology: Discourse, Emotion, and Social Structure",Thomas J. Scheff,"Scheff, Thomas J.",,"=""0226736679""","=""9780226736679""",0,3.54,University of Chicago Press,Paperback,232,1994,1990,,2023/06/26,to-read,to-read (#431),to-read,,,,0,0
