Date,Name,Year,Letterboxd URI,Rating
2023-08-25,Shrek 2,2004,https://boxd.it/29z8,3
2023-08-25,Meet the Robinsons,2007,https://boxd.it/28Ym,2.5
2023-08-25,GoodFellas,1990,https://boxd.it/29FA,3.5
2023-08-25,Tommy Boy,1995,https://boxd.it/1TZ0,2.5
2023-08-25,Indiana Jones and the Last Crusade,1989,https://boxd.it/2baO,3.5
2023-08-25,Back to the Future Part II,1989,https://boxd.it/2aYI,3
2023-08-25,Ben-Hur,1959,https://boxd.it/29RQ,3
2023-08-26,The Adventures of Buckaroo Banzai Across the 8th Dimension,1984,https://boxd.it/1TZk,3.5
2023-08-26,Guardians of the Galaxy Vol. 2,2017,https://boxd.it/8MxC,2.5
2023-08-26,The Avengers,2012,https://boxd.it/1xFW,2.5
2023-08-26,Transformers,2007,https://boxd.it/280c,2.5
2023-08-26,Joe Versus the Volcano,1990,https://boxd.it/26Ce,2
2023-08-26,Witness,1985,https://boxd.it/1Z4O,2.5
2023-08-26,Places in the Heart,1984,https://boxd.it/1PDO,3.5
2023-08-26,Hugo,2011,https://boxd.it/R08,3
2023-08-27,O,2001,https://boxd.it/1UIY,2.5
2023-08-27,Jack,1996,https://boxd.it/21au,2
2023-08-27,Stand by Me,1986,https://boxd.it/2aOe,3.5
2023-08-27,1917,2019,https://boxd.it/jj4y,2.5
2023-08-27,Blade Runner,1982,https://boxd.it/2bcA,3
2023-08-28,Parasite,2019,https://boxd.it/hTha,4
2023-08-28,The Two Popes,2019,https://boxd.it/k8Xk,4
2023-08-28,Click,2006,https://boxd.it/1YVM,3.5
2023-08-28,Raising Arizona,1987,https://boxd.it/2avQ,3.5
2023-08-28,Unforgiven,1992,https://boxd.it/6Z4,3.5
2023-08-28,A Man Called Otto,2022,https://boxd.it/zl06,3.5
2023-08-28,Field of Dreams,1989,https://boxd.it/26VK,3.5
2023-08-28,It,2017,https://boxd.it/bC8e,2.5
2023-08-28,Alien,1979,https://boxd.it/2awY,3.5
2023-08-28,Scooby-Doo 2: Monsters Unleashed,2004,https://boxd.it/1UPA,2
2023-08-28,Scooby-Doo! and the Cyber Chase,2001,https://boxd.it/1LTy,4
2023-08-29,The Waterboy,1998,https://boxd.it/1VHi,3
2023-08-29,Dallas Buyers Club,2013,https://boxd.it/4O8G,3.5
2023-08-29,22 Jump Street,2014,https://boxd.it/5Fvy,3
2023-08-29,Dinosaur,2000,https://boxd.it/1VWi,2.5
2023-08-29,Night at the Museum: Battle of the Smithsonian,2009,https://boxd.it/1H7U,3
2023-08-29,Tour de Pharmacy,2017,https://boxd.it/gnxS,3.5
2023-08-29,School Ties,1992,https://boxd.it/1NAe,3.5
2023-08-29,First Reformed,2017,https://boxd.it/go9C,4.5
2023-08-29,Children of Men,2006,https://boxd.it/1Y2i,4.5
2023-08-29,American History X,1998,https://boxd.it/2bdo,4.5
2023-08-29,Edge of Tomorrow,2014,https://boxd.it/4pD0,4
2023-08-29,The Florida Project,2017,https://boxd.it/dMG0,4
2023-08-30,Boogie Nights,1997,https://boxd.it/23um,3.5
2023-08-31,Glass Onion,2022,https://boxd.it/oCkK,3.5
2023-08-31,Forrest Gump,1994,https://boxd.it/728,3.5
2023-09-01,Strangers on a Train,1951,https://boxd.it/29tk,3
2023-09-06,Catch Me If You Can,2002,https://boxd.it/29VS,3.5
2023-09-06,Spy Kids,2001,https://boxd.it/1Xcw,3
2023-09-06,Meet the Parents,2000,https://boxd.it/28vE,2.5
2023-09-06,Delivery Man,2013,https://boxd.it/4E5M,2
2023-09-06,RV,2006,https://boxd.it/1YrW,1.5
2023-09-06,That's My Boy,2012,https://boxd.it/35IW,2.5
2023-09-06,Dumb and Dumber To,2014,https://boxd.it/3qPk,1
2023-09-06,Gods of Egypt,2016,https://boxd.it/6aje,2
2023-09-06,Gettysburg,1993,https://boxd.it/1VIq,3
2023-09-06,Perfect Blue,1997,https://boxd.it/1W7A,3.5
2023-09-07,Eight Below,2006,https://boxd.it/1Zki,3.5
2023-09-08,Sorry to Bother You,2018,https://boxd.it/f21E,4.5
2023-09-09,Million Dollar Arm,2014,https://boxd.it/5Y34,3
2023-09-09,Kapo,1960,https://boxd.it/Ou0,4
2023-09-09,This Place Rules,2022,https://boxd.it/CJGm,4
2023-09-09,The Incredible Hulk,2008,https://boxd.it/28dU,1.5
2023-09-10,Palm Springs,2020,https://boxd.it/lCXQ,5
2023-09-10,The Prestige,2006,https://boxd.it/293w,4.5
2023-09-10,Get Shorty,1995,https://boxd.it/20Ga,3.5
2023-09-10,Ghosted,2023,https://boxd.it/wL1e,3.5
2023-09-10,Oldboy,2003,https://boxd.it/29R2,4
2023-09-11,Mulan,1998,https://boxd.it/1VFw,4
2023-09-16,Aftersun,2022,https://boxd.it/Arw0,3.5
2023-09-17,Finding Forrester,2000,https://boxd.it/29KK,3.5
2023-09-17,Deadpool 2,2018,https://boxd.it/dlLM,3
2023-09-17,Warrior,2011,https://boxd.it/i3G,3.5
2023-09-17,Super 8,2011,https://boxd.it/dVI,3
2023-09-17,Slap Shot,1977,https://boxd.it/1TtS,3
2023-10-01,The Handmaiden,2016,https://boxd.it/948A,4.5
2023-10-10,Nashville,1975,https://boxd.it/25GE,2.5
2023-10-14,Hands on a Hardbody: The Documentary,1997,https://boxd.it/1GDK,4
2023-10-28,Solaris,1972,https://boxd.it/2a2Y,4
2023-11-08,The Interview,2014,https://boxd.it/6KQ4,3.5
2023-11-25,The Holdovers,2023,https://boxd.it/vHza,4.5
2023-12-02,Beyond the Infinite Two Minutes,2020,https://boxd.it/ujVk,4.5
2023-12-10,Moulin Rouge!,2001,https://boxd.it/29wI,4
2023-12-17,The Barkley Marathons: The Race That Eats Its Young,2014,https://boxd.it/b2ck,4
2023-12-22,The Law,1990,https://boxd.it/3vU,4
2023-12-24,Shake Hands with the Devil,2007,https://boxd.it/1l8Q,3.5
2023-12-28,See How They Run,2022,https://boxd.it/sNVq,3.5
2023-12-28,A Haunting in Venice,2023,https://boxd.it/zGdg,4
2023-12-30,The Great Race,1965,https://boxd.it/1TvY,2.5
2024-01-05,Wonka,2023,https://boxd.it/tCQm,3.5
2024-01-06,"I Love You, Man",2009,https://boxd.it/1JZu,2.5
2024-01-06,Team America: World Police,2004,https://boxd.it/24QS,2
2024-01-07,A Clockwork Orange,1971,https://boxd.it/2aVE,1.5
2024-01-08,Bob Roberts,1992,https://boxd.it/1VQ0,4
2024-01-10,Dumb and Dumber,1994,https://boxd.it/206m,3.5
2024-01-10,Downsizing,2017,https://boxd.it/9Ajq,3.5
2024-01-11,The Iron Giant,1999,https://boxd.it/1Wow,4.5
2024-01-12,Reservoir Dogs,1992,https://boxd.it/2agc,3
2024-01-13,Past Lives,2023,https://boxd.it/oNB8,3
2024-01-15,The Full Monty,1997,https://boxd.it/1YI4,4.5
2024-01-15,Mystery Team,2009,https://boxd.it/16Nu,3.5
2024-01-20,Mean Girls,2024,https://boxd.it/p6nO,4
2024-01-25,The Third Man,1949,https://boxd.it/294E,4
2024-01-26,Contact,1997,https://boxd.it/29OM,3.5
2024-01-26,The Wolf of Snow Hollow,2020,https://boxd.it/oeu2,3
2024-02-04,The Day After Tomorrow,2004,https://boxd.it/2aog,3.5
2024-03-03,Dune: Part Two,2024,https://boxd.it/pUfA,4.5
2024-03-03,Encanto,2021,https://boxd.it/kPRu,4
2024-03-03,Ratatouille,2007,https://boxd.it/27ww,4
2024-03-03,Spirited Away,2001,https://boxd.it/2b4m,4
2024-03-10,War of the Worlds,2005,https://boxd.it/2bde,3
2024-03-24,Licorice Pizza,2021,https://boxd.it/qTKY,3.5
2024-04-12,Cane Toads: An Unnatural History,1988,https://boxd.it/2SM2,3.5
2024-05-15,The Da Vinci Code,2006,https://boxd.it/2a3i,2.5
2024-05-15,Bodies Bodies Bodies,2022,https://boxd.it/iRcE,2.5
2024-06-15,Scary Movie,2000,https://boxd.it/24CG,2
2024-06-15,Alone,2020,https://boxd.it/ir2y,3.5
2024-07-04,Identity,2003,https://boxd.it/26e2,2
2024-07-04,Punch-Drunk Love,2002,https://boxd.it/20E4,4.5
